Product Name,Price,Ratings
"HP Pavilion 15.6 HD 2019 Newest Thin and Light Laptop Notebook Computer, Intel AMD A6-9225, 8GB RAM, 1TB HDD, Bluetooth, Webcam, DVD-RW, WiFi, Win 10",$0,3.7 out of 5 stars
"HP Premium 15.6-inch HD WLED-Backlit Display Laptop PC, Intel Dual Core i3-7100U 2.4GHz Processor, 4GB DDR4 SDRAM, 1TB HDD, Bluetooth, HDMI, Webcam, 802.11ac WiFi, Windows 10, Natural Silver",$339.00,4.8 out of 5 stars
"Acer High Performance 11.6inch HD Laptop, Intel Celeron Processor, 4GB RAM, 64GB Storage, Intel HD Graphics, Wifi, Bluetooth, HDMI, Win10 Pro (Renewed)",$159.99,4.1 out of 5 stars
"Lenovo Ideapad Premium 15.6"" Laptop Notebook Computer 2019 New, AMD A9-9425 Up to 3.7GHz, 8GB RAM, 1TB HDD, DVD-RW, Wi-Fi, Bluetooth, Webcam, USB 3.0, HDMI, Windows 10 W/ 29.9 Value Accessories Bundle",$302.40,3.4 out of 5 stars
"HP 15.6"" HD 2019 New Touch-Screen Laptop Notebook Computer, Intel Pentium Quad-Core N5000 (up to 2.7 GHz), 8GB DDR4, 1TB HDD, Bluetooth, Wi-Fi, HDMI, Webcam, Win 10",$355.00,3.7 out of 5 stars
"Microsoft Surface Laptop (Intel Core i5, 8GB RAM, 256GB) - Burgundy (Renewed)",$612.31,4.4 out of 5 stars
"Dell Inspiron 15 Intel Core i3-7130U 8GB 1TB HDD 15.6"" HD LED Windows 10 Laptop",$388.88,3.9 out of 5 stars
"Acer Chromebook R 11 Convertible Laptop, Celeron N3060, 11.6"" HD Touch, 4GB DDR3L, 32GB eMMC, C738T-C7KD",$209.99,3.9 out of 5 stars
"Beantech W11046ADB Laptop (Windows 10 Home, Intel Cherry Trail z8300, 11.6"" LCD Screen, Storage: 64 GB, RAM: 4 GB) Black",$219.99,2.2 out of 5 stars
"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD, Intel Core i3-8145U CPU, 8GB RAM, 128GB SSD, Windows 10 in S Mode, F512FA-AB34, Slate Gray",$379.99,4.2 out of 5 stars
"LG gram Laptop - 15.6"" Full HD Display, Intel 8th Gen Core I5, 8GB RAM, 256GB SSD, 21.5 HRs Battery - 15Z990-U.AAS5U1 (2019), Dark Silver",$946.99,4.3 out of 5 stars
"Dell I3565-A453BLK-PUS Laptop (Windows 10 Home, AMD Dual-Core A6-9220, 15.6"" LCD Screen, Storage: 500 GB, RAM: 4 GB) Black",$299.00,2.9 out of 5 stars
"2020 Lenovo IdeaPad 14"" Laptop Computer, AMD A6-9220e 1.6GHz, 4GB Memory, 64GB eMMC Flash Memory, AMD Radeon R4, AC WiFi, Microsoft Office 365, 2 Year Warranty, Gray, Windows 10 Home",$199.99,-1
"Lenovo 130S, Premium 2019 Flagship 11.6"" HD Laptop, Intel Celeron Dual-Core N4000 up to 2.6GHz, 4GB DDR4, 64GB eMMC Flash Memory, Intel UHD Graphics 600 Bluetooth WiFi HD Webcam USB-C HDMI Win 10 S",$205.00,4.6 out of 5 stars
"Lenovo ideapad S340 15.6"" HD LED Backlit Anti-Glare Display Laptop, Intel Core i3-8145U 2.1GHz up to 3.9GHz, 8GB DDR4, 128GB NVMe SSD, Bluetooth, USB 3.1, HDMI, Webcam, Windows 10",$333.33,3.4 out of 5 stars
"HP 15.6"" HD Touch i7-8550U 4GHz 4GB DDR4 1TB HDD + 16GB Optane DVD Webcam Bluetooth HDMI Windows 10",$488.99,-1
"Lenovo Chromebook S330 Laptop, 14-Inch HD (1366 x 768) Display, MediaTek MT8173C Processor, 4GB OnBoard LPDDR3, 32GB eMMC SSD, Chrome OS, 81JW0001US, Black",$0,4.1 out of 5 stars
"2019 Dell Inspiron 15 6"" HD Touchscreen Flagship Premium Laptop Computer, 8th Gen Intel Core i3-8145U Up to 3.1GHz, 8GB DDR4 RAM, 128GB SSD, HDMI, USB 3.0, Bluetooth, WiFi, Windows 10 Home",$0,3.0 out of 5 stars
"2019 14"" Laptop - Intel Quad-Core Atom x5 E8000 Processor - 4GB Memory - 64GB Solid State Drive -2PCS 4500mAh Large Capacity Battery Endurance- Ash Silver Keyboard Frame",$188.99,3.9 out of 5 stars
"Beantech W11046ADB Laptop (Windows 10 Home, Intel Cherry Trail z8300, 11.6"" LCD Screen, Storage: 64 GB, RAM: 4 GB) Black",$219.99,2.2 out of 5 stars
"Acer Chromebook R 11 Convertible Laptop, Celeron N3060, 11.6"" HD Touch, 4GB DDR3L, 32GB eMMC, C738T-C7KD",$209.99,3.9 out of 5 stars
"Asus Vivobook F705QA Thin and Lightweight Laptop, 17.3” HD+ Display, AMD Quad Core A12-9720P, 8GB DDR4, 1TB Hybrid HDD, Wi-Fi 5, Windows 10 - F705QA-DS99",$0,3.3 out of 5 stars
"Dell Inspiron 15 5000 Laptop Computer: Core i7-8550U, 128GB SSD + 1TB HDD, 8GB RAM, 15.6-inch Full HD Display, Backlit Keyboard, Windows 10",$750.00,4.0 out of 5 stars
"Dell Inspiron 15-5570 15.6in FHD Touchscreen Laptop PC - Intel Core i5-8250U 1.6GHz, 12GB, 1TB HDD, DVDRW, Webcam, Bluetooth, Intel UHD 620 Graphics, Windows 10 Home (Renewed)",$499.66,3.8 out of 5 stars
"HP Flyer Red 15.6 Inch Touchscreen Laptop Intel Pentium Gold Processor N4417U 2.30 GHz 4GB RAM, 500GB Hard Drive, DVD Drive, HD Webcam, Windows 10 Home) (Renewed)",$279.99,4.0 out of 5 stars
HP Elitebook 8470p Laptop - Core i5 3320m 2.6ghz - 8GB DDR3 - 128GB SSD - DVDRW - Windows 10 64bit - (Renewed),$217.99,3.8 out of 5 stars
"2019 Lenovo ThinkPad T450 14"" Business Laptop Computer, Intel Core i5-5300U Up to 2.9GHz, 8GB RAM, 256GB SSD, 802.11AC WiFi, Bluetooth, Windows 10 Professional (Renewed)",$265.00,4.0 out of 5 stars
"HP 2018 Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Renewed)",$159.00,3.2 out of 5 stars
"HP 15.6 2019 Newest Premium Pavilion Touchscreen Laptop Notebook Computer, Intel Pentium 4-Core N5000, up to 2.7 GHz, 8GB RAM, 256GB SSD, Win 10",$399.95,3.9 out of 5 stars
"CHUWI HeroBook Laptop Computer Windows 10 PC, 14.1"" 1080P Display, Intel Atom X5-E8000 Quad Core, 4GB RAM/64GB eMMC and Extra 256GB SSD, 1TB M.2 SSD Slot, Thin and Lightweight",$229.99,3.5 out of 5 stars
"Bit CORE+ 10.1 Windows 10, 2 in 1 Detachable PC - with Bonus Full Function Bit Smart Watch (W10046APB+S1CG)",$219.99,1.0 out of 5 stars
"LG gram Laptop - 15.6"" Full HD Display, Intel 8th Gen Core I5, 8GB RAM, 256GB SSD, 21.5 HRs Battery - 15Z990-U.AAS5U1 (2019), Dark Silver",$946.99,4.3 out of 5 stars
"Acer Spin 3 Convertible Laptop, 14 inches Full HD IPS Touch, 8th Gen Intel Core i7-8565U, 16GB DDR4, 512GB PCIe NVMe SSD, Backlit KB, Fingerprint Reader, Rechargeable Active Stylus, SP314-53N-77AJ",$709.99,4.3 out of 5 stars
"2019 Dell Inspiron 14"" Laptop Computer| 10th Gen Intel Quad-Core i5 1035G4 Up to 3.7GHz| 4GB DDR4 RAM| 128GB PCIe SSD| Intel UHD Graphics| 802.11ac WiFi| Bluetooth 4.1| USB 3.1| HDMI| Windows 10",$339.22,-1
"HP Stream 11.6 inch Flagship Laptop, Intel Celeron Core up to 2.48GHz, 4GB RAM, 32GB Solid State Drive, WiFi, Bluetooth, Webcam, USB 3.0, Windows 10 Home, Blue (Renewed)",$169.99,3.2 out of 5 stars
"Lenovo Chromebook C330 2-in-1 Convertible Laptop, 11.6-Inch HD (1366 x 768) IPS Display, MediaTek MT8173C Processor, 4GB LPDDR3, 64 GB eMMC, Chrome OS, 81HY0000US, Blizzard White",$0,4.2 out of 5 stars
"2019 HP 14, 14"" HD Thin & Light Flagship Laptop Computer, 7th Gen Intel Core i3-7100U 2.40GHz, 4GB DDR4 RAM, 128GB SSD, WiFi, Bluetooth, USB 3.1 Type-C, HDMI, Stereo Speakers, Windows 10",$298.97,4.6 out of 5 stars
"Lenovo Chromebook S330 Laptop, 14-Inch FHD (1920 x 1080) Display, MediaTek MT8173C Processor, 4GB LPDDR3, 64GB eMMC, Chrome OS, 81JW0000US, Business Black",$239.99,3.9 out of 5 stars
Chromebooks Explained in Simple Terms - Is a Chromebook for you? - Chromebooks 101,$0,4.6 out of 5 stars
"Newest HP Stream 14"" HD(1366x768) Display, Intel Celeron N4000 Dual-Core Processor, 4GB RAM, 32GB eMMC, HDMI, WiFi, Webcam, Bluetooth, Win10 S, Brilliant Black(Renewed) (Brilliant Black/ N4000)",$179.99,3.2 out of 5 stars
"2019 Lenovo L340 17.3"" Laptop Computer, 8th Gen Intel Core i3-8145U Up to 3.9GHz, 8GB DDR4, 1TB HDD, DVD-RW, AC WiFi, HDMI, USB 3.0, Bluetooth, Windows 10 Home",$479.00,4.0 out of 5 stars
"Beantech W11046ADB Laptop (Windows 10 Home, Intel Cherry Trail z8300, 11.6"" LCD Screen, Storage: 64 GB, RAM: 4 GB) Black",$219.99,2.2 out of 5 stars
"Acer Chromebook R 11 Convertible Laptop, Celeron N3060, 11.6"" HD Touch, 4GB DDR3L, 32GB eMMC, C738T-C7KD",$209.99,3.9 out of 5 stars
"HP Pavilion 15 15.6"" IPS Touchscreen Full HD (1920x1080) Business Laptop - 8th Gen Intel Quad-Core i5-8250U, 8GB DDR4, 1TB HDD, USB Type-C, FHD IR Webcam, WiFi AC, HDMI, Ethernet RJ-45, Windows 10",$559.99,3.9 out of 5 stars
"2019 HP Stream Laptop 14"", Intel Celeron N4000, Intel UHD Graphics 600, 4GB SDRAM, 32GB SSD, HDMI, Win10, 14-cb164wm Brilliant Black (Renewed)",$179.98,3.2 out of 5 stars
"HP 2019 Newest HP 17 17.3"" HD+ (1600x900) Premium Laptop (Intel Core i5-7200U, 8GB 2400 MHz DDR4, 1TB HDD, HDMI, Wi-Fi, Bluetooth, Ethernet Gigabit RJ-45, Windows 10 - Black)",$559.00,4.0 out of 5 stars
HP 15-bs234wm Intel Pentium N5000 Quad Core 4GB 500GB 15.6-inch Windows 10 Laptop (Renewed),$250.98,4.1 out of 5 stars
"Acer Chromebook R 11 Convertible Laptop, Celeron N3060, 11.6"" HD Touch, 4GB DDR3L, 32GB eMMC, C738T-C7KD",$209.99,3.9 out of 5 stars
"Samsung Electronics XE500C13 Chromebook 3 2GB RAM 16GB SSD Laptop, 11.6""",$159.99,4.1 out of 5 stars
"ASUS Vivobook K571 Laptop, 15.6” FHD, Intel Core i7-9750H CPU, NVIDIA GeForce GTX 1650, 16GB RAM, 256GB PCIe Nvme SSD + 1TB HDD, Windows 10 Home, K571GT-EB76, Star Black",$899.99,3.7 out of 5 stars
"Dell M4800 15.6in FHD Ultrapowerful Mobile Workstation Business Laptop Computer, Intel Core i7-4810QM 2.8Ghz, 16GB RAM, 500GB HDD, WiFi AC, NVIDIA Quadro K2100M, Windows 10 Pro (Renewed)",$398.00,4.3 out of 5 stars
"CHUWI HeroBook Laptop Computer Windows 10 PC, 14.1"" 1080P Display, Intel Atom X5-E8000 Quad Core, 4GB RAM/64GB eMMC and Extra 256GB SSD, 1TB M.2 SSD Slot, Thin and Lightweight",$229.99,3.5 out of 5 stars
"Bit CORE+ 10.1 Windows 10, 2 in 1 Detachable PC - with Bonus Full Function Bit Smart Watch (W10046APB+S1CG)",$219.99,1.0 out of 5 stars
"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD, Intel Core i3-8145U CPU, 8GB RAM, 128GB SSD, Windows 10 in S Mode, F512FA-AB34, Slate Gray",$379.99,4.2 out of 5 stars
"Acer Aspire 5 Slim Laptop, 15.6 Inches FHD IPS Display, 8th Gen Intel Core i5-8265U, 8GB DDR4, 256GB SSD, Fingerprint Reader, Windows 10 Home, A515-54-51DJ",$488.99,4.3 out of 5 stars
"HP 14 Laptop, 14"" HD Display, Intel Pentium Gold 4417U 2.3GHz, 8GB RAM, 256GB NVMe SSD, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro",$342.63,3.0 out of 5 stars
"Dell Inspiron 17 3790, i3790-5104BLK-PUS, 10th Generation Intel Core i5-10210U, 17.3-Inch FHD (1920 X 1080), 8GB x 1 DDR4 2666MHz, 1 TB 5400 RPM, Tray Load DVD Drive",$699.99,4.3 out of 5 stars
"HP Chromebook 11-Inch Laptop, Intel Celeron N3060 Processor, 2 GB SDRAM, 16 GB eMMC Storage, Chrome OS (11-v000nr, Ash Gray)",$155.24,-1
"MSI Modern 14 A10M-460 14"" Ultra Thin and Light Professional Laptop Intel Core i5-10210UUMA 8GB DDR4 512GB NVMe SSD Win10 Home",$749.00,3.6 out of 5 stars
"2019 Newest Lenovo Ideapad S145 15.6"" HD TN Widescreen Laptop, AMD A6-9225 Dual-Core Processor up to 3.00GHz, 8GB RAM, 512GB Solid State Drive, HDMI, Wireless-AC, Bluetooth, Windows 10, Granite Black",$325.00,-1
"Dell Latitude 3340 13.3"" Laptop, Intel Core i5, 8GB RAM, 500GB HDD, Win10 Home (Renewed)",$249.00,-1
"Newest HP 14"" FHD IPS Premium Business Laptop | Intel Quad-Core i5-1035G4 Upto 3.7GHz | 4GB RAM | 128GB SSD | Backlit Keyboard | WiFi | HDMI | USB-C | Bluetooth | Windows 10",$399.00,-1
"HP Envy 17~ae111dx Laptop 17.3in Edge-to-Edge IPS TouchScreen Full HD (1920x1080), 8th Gen Quad-Core i7-8550U, 16GB DDR4, 1TB HDD, NVIDIA MX150, IR Camera, Backlit, Windows 10 (Renewed )",$803.00,5.0 out of 5 stars
"Bit CORE+ 10.1 Windows 10, 2 in 1 Detachable PC - with Bonus Full Function Bit Smart Watch (W10046APB+S1CG)",$219.99,1.0 out of 5 stars
"Beantech W11046ADB Laptop (Windows 10 Home, Intel Cherry Trail z8300, 11.6"" LCD Screen, Storage: 64 GB, RAM: 4 GB) Black",$219.99,2.2 out of 5 stars
"2019 ASUS VivoBook F510QA 15.6” WideView FHD Laptop Computer, AMD Quad-Core A12-9720P up to 3.6GHz, 12GB DDR4 RAM, 128GB SSD + 1TB HDD , USB 3.0, 802.11ac WiFi, HDMI, Windows 10",$398.85,4.2 out of 5 stars
"2019 ASUS VivoBook 15 15.6 Inch FHD 1080P Laptop (AMD Ryzen 3 3200U up to 3.5GHz, 16GB DDR4 RAM, 256GB SSD, AMD Radeon Vega 3, Backlit Keyboard, FP Reader, WiFi, Bluetooth, HDMI, Windows 10) (Grey)",$0,-1
"HP Probook 450 G6 15.6 Inch Full HD 1080P Professional Laptop, Intel Core I5-8265U, 8 GB RAM, 256 GB SSD, Windows 10 Pro",$0,3.5 out of 5 stars
"Acer Aspire 5 Slim Laptop, 15.6"" Full HD IPS Display, 8th Gen Intel Core i3-8145U, 4GB DDR4, 128GB PCIe Nvme SSD, Backlit Keyboard, Windows 10 in S Mode, A515-54-30BQ",$0,4.3 out of 5 stars
"New 2019 Flagship ASUS X441BA - 14"" HD AMD A6-9225 up to 3.0GHz, 4GB DDR4 RAM, 500GB HDD, AMD Radeon R4, WiFi, Bluetooth, USB 3.1 Type-C, HDMI, Silver Gradient, Windows 10 Home",$209.00,3.0 out of 5 stars
"Lenovo Ideapad 15.6 HD High Performance Laptop, AMD Dual Core A9-9425 3.1Ghz Boost Upto 3.7Ghz, 12GB Memory, 2TB HDD, Wireless-AC, Bluetooth, HDMI, Windows 10",$395.98,-1
"2019 HP Probook 450 G6 15.6"" HD Business Laptop (Intel Quad-Core i5-8265U, 16GB DDR4 RAM, 512GB M.2 SSD, UHD 620) Backlit, USB Type-C, RJ45, HDMI, Windows 10 Pro Professional",$697.00,3.7 out of 5 stars
"Dell G7 17 Gaming Laptop (Windows 10 Home, 9th Gen Intel Core i7-9750H, NVIDIA GTX 1660 Ti 6G, 17.3"" FHD LCD Screen, 512GB SSD, 16 GB RAM) G7790-7662GRY-PUS","$1,219.00",3.9 out of 5 stars
"CHUWI HeroBook Laptop Computer Windows 10 PC, 14.1"" 1080P Display, Intel Atom X5-E8000 Quad Core, 4GB RAM/64GB eMMC and Extra 256GB SSD, 1TB M.2 SSD Slot, Thin and Lightweight",$229.99,3.5 out of 5 stars
"Acer Chromebook R 11 Convertible Laptop, Celeron N3060, 11.6"" HD Touch, 4GB DDR3L, 32GB eMMC, C738T-C7KD",$209.99,3.9 out of 5 stars
"CHUWI HeroBook Laptop Computer Windows 10 PC, 14.1"" 1080P Display, Intel Atom X5-E8000 Quad Core, 4GB RAM/64GB eMMC and Extra 256GB SSD, 1TB M.2 SSD Slot, Thin and Lightweight",$229.99,3.5 out of 5 stars
"Bit CORE+ 10.1 Windows 10, 2 in 1 Detachable PC - with Bonus Full Function Bit Smart Watch (W10046APB+S1CG)",$219.99,1.0 out of 5 stars
"2019 ASUS 14"" Premium High Performance Laptop Computer| AMD A6-9225 up to 3.0GHz| 4GB DDR4 RAM| 500GB HDD| AMD Radeon R4| WiFi| Bluetooth| USB 3.1 Type-C| HDMI| Silver Gradient| Windows 10 Home|",$206.97,3.7 out of 5 stars
"HP 2018 Elitebook 840 G1 14' HD LED-backlit anti-glare Laptop Computer, Intel Dual-Core i5-4300U up to 2.9GHz, 8GB RAM, 500GB HDD, USB 3.0, Bluetooth, Window 10 Professional (Renewed)",$220.99,3.6 out of 5 stars
"HP 14"" HD WLED-Backlit High Performance Business Laptop Computer, Intel Pentium Gold 4417U Processor 2.3GHz, 8GB DDR4, 256GB SSD, Webcam, Bluetooth, HDMI, Windows 10 Home in S Mode, Silver",$325.00,-1
"2019 Latest Lenovo S130-14 Laptop PC Intel Celeron N4000 1.1Ghz (Upto 2.6 Ghz), 4GB, 64GB eMMC SSD, 14.0"" (1366x768) HD Display Windows 10 Midnight Blue Color",$192.90,5.0 out of 5 stars
"ASUS Newest 11.6"" HD Laptop - Intel Celeron Processor, 4GB RAM, 32GB eMMC Flash Memory, HDMI, Bluetooth, Windows 10",$162.00,3.7 out of 5 stars
"New ! Dell Inspiron i3583 15.6"" HD Touch-Screen Laptop - Intel i3-8145U - 8GB DDR4-128GB SSD - Windows 10 - Wireless-AC - Bluetooth - SD Card Reader - HDMI & USB 3.1 -Waves MaxxAudio Pro- Black",$350.00,4.0 out of 5 stars
"HP 15.6-Inch HD Touchscreen Laptop (Intel Pentium Silver N5000 1.1GHz, 4GB DDR4-2400 Memory, 1TB HDD, HDMI, HD Webcam, Win 10)",$289.95,3.3 out of 5 stars
"2019 Dell Inspiron 15 6"" HD Touchscreen Flagship Premium Laptop Computer, 7th Gen Intel Core i5-7200U Up to 3.1GHz, 8GB DDR4 RAM, 256GB SSD, HDMI, USB 3.0, Bluetooth, WiFi, Windows 10 Home",$412.96,5.0 out of 5 stars
"Acer Spin 3 Convertible Laptop, 14 inches Full HD IPS Touch, 8th Gen Intel Core i7-8565U, 16GB DDR4, 512GB PCIe NVMe SSD, Backlit KB, Fingerprint Reader, Rechargeable Active Stylus, SP314-53N-77AJ",$709.99,4.3 out of 5 stars
"Bit CORE+ 11.6 Windows 10, 2 in 1 Detachable PC - with Bonus Full Function Bit Smart Watch (W11046APB+S1CG)",$259.99,3.0 out of 5 stars
"Lenovo 15.6"" HD Premium Home and Business Laptop, AMD Dual Core A9-9425 Processor Upto 3.7GHz, 16GB RAM, 512GB SSD, DVD-RW, AMD Radeon R5 Graphics, WiFi, HDMI, Webcam, Bluetooth, Windows 10",$379.97,-1
"Newest 2019 Flagship Lenovo IdeaPad 330S 15.6"" Laptop Intel Core i3 4GB Memory 128GB Solid State Drive Midnight Blue",$285.00,4.0 out of 5 stars
HP (17-BY1053DX) 17.3 Laptop - Core i5-8265U - 8GB Memory - 256GB Solid State Drive - Jet Black/Maglia Pattern,$467.00,4.4 out of 5 stars
"Microsoft Surface Laptop 3 – 13.5"" Touch-Screen – Intel Core i7 – 16GB Memory - 256GB Solid State Drive (Latest Model) – Sandstone","$1,399.00",3.9 out of 5 stars
"Dell Inspiron 14 2 In 1 Laptop 14"" HD (1366 X 768) Touchscreen|8th Gen Intel Core i3-8145U Processor| 4GB RAM|128 SSD | Windows 10 | i5481-3595GRY",$0,3.5 out of 5 stars
"Lenovo Ideapad L340 Gaming Laptop, 15.6 Inch FHD (1920 X 1080) IPS Display, Intel Core i5-9300H Processor, 8GB DDR4 RAM, 512GB Nvme SSD, NVIDIA GeForce GTX 1650, Windows 10, 81LK00HDUS, Black",$624.99,4.0 out of 5 stars
"MSI GF63 Thin 9SC-066 15.6"" Gaming Laptop, Thin Bezel, Intel Core i7-9750H, NVIDIA GeForce GTX1650, 16GB, 512GB NVMe SSD",$879.00,4.1 out of 5 stars
The Laptop Millionaire: How Anyone Can Escape the 9 to 5 and Make Money Online,$0.00,4.3 out of 5 stars
"Acer Chromebook R 11 Convertible Laptop, Celeron N3060, 11.6"" HD Touch, 4GB DDR3L, 32GB eMMC, C738T-C7KD",$209.99,3.9 out of 5 stars
"Beantech W11046ADB Laptop (Windows 10 Home, Intel Cherry Trail z8300, 11.6"" LCD Screen, Storage: 64 GB, RAM: 4 GB) Black",$219.99,2.2 out of 5 stars
"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD, Intel Core i3-8145U CPU, 8GB RAM, 128GB SSD, Windows 10 in S Mode, F512FA-AB34, Slate Gray",$379.99,4.2 out of 5 stars
"LG gram Laptop - 15.6"" Full HD Display, Intel 8th Gen Core I5, 8GB RAM, 256GB SSD, 21.5 HRs Battery - 15Z990-U.AAS5U1 (2019), Dark Silver",$946.99,4.3 out of 5 stars
The Man Who Lied to His Laptop: What We Can Learn About Ourselves from Our Machines,$12.44,4.3 out of 5 stars
"Lenovo IdeaPad 130 Notebook, 15.6"" HD, AMD Dual-Core A9-9425 Upto 3.7GHz, 8GB RAM, 128GB SSD, DVD-RW, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro",$299.99,2.7 out of 5 stars
"2019 Dell 15.6"" FHD IPS High Performance Gaming Laptop | Intel Quad-Core i5-8300H | 16GB DDR4 Memory | 512GB SSD +1TB HDD | GeForce GTX 1050 Ti 4GB | Backlit Keyboard | MaxxAudio Pro | Windows 10",$750.00,4.4 out of 5 stars
Goldengulf 10.1 Inch Computer Laptop PC Android 6.0 Quad Core Notebook Netbook 8GB with WiFi Webcam Netflix YouTube Google Player Flash Ultra Slim (Pink),$138.86,5.0 out of 5 stars
"ASUS ZenBook 14 Ultra Thin & Light Laptop, 4-Way NanoEdge 14” Full HD, Intel Core i7-8565U, 8GB LPDDR3 RAM, 512GB NVMe PCIe SSD, Wi-Fi 5, Windows 10, Silver Blue, UX431FA-ES74",$889.00,3.9 out of 5 stars
"NCIS: Los Angeles, Season 11",$1.99,4.5 out of 5 stars
"ASUS VivoBook 15.6"" FHD Anti-Glare Laptop, Intel Quad Core A12-9720P 2.7GHz up to 3.6GHz, 8GB DDR4, 512GB SSD, AMD Radeon R7, USB Type-C, Bluetooth, Fingerprint Reader, Webcam, WiFi, HDMI, Windows 10",$400.01,3.9 out of 5 stars
