Product Name,Price,Ratings
"2019 Lenovo IdeaPad S340 15.6 Inch Laptop (Intel Quad-Core i5-8265U up to 3.9GHz, 20GB DDR4 RAM, 256GB SSD (Boot) + 1TB HDD, Intel UHD Graphics 620, WiFi, Bluetooth, HDMI, Windows 10) (Black)",$626.68,-1
"Beantech W11046ADB Laptop (Windows 10 Home, Intel Cherry Trail z8300, 11.6"" LCD Screen, Storage: 64 GB, RAM: 4 GB) Black",$219.99,2.2 out of 5 stars
"Acer Chromebook R 11 Convertible Laptop, Celeron N3060, 11.6"" HD Touch, 4GB DDR3L, 32GB eMMC, C738T-C7KD",$209.99,3.9 out of 5 stars
Acer 14in Swift 1 Laptop Intel Pentium Silver N5000-1.1GHz 4GB Ram 64GB Flash Windows 10 S (Renewed),$0,4.3 out of 5 stars
"2019 Newest HP 14"" Touch-Screen Laptop Intel Core i3 4GB RAM 128GB SSD Windows 10- Ash Silver Keyboard Frame",$299.89,3.9 out of 5 stars
"2019_Dell Vostro Real Business 3000 15.6"" FHD Laptop with Intel Core i5-8265U, 8GB RAM, 1TB HD, SD Card Reader, HDMI, USB 3.1, Win10Pro",$545.00,-1
Dell E6540 15.6inch Laptop Intel Core i5-4300M 2.6GHz 8GB Ram 500GB HDD  Windows 10 Pro 64bit (Renewed),$222.00,3.6 out of 5 stars
"【8GB/Office 2010】 15.6-inch Large Screen Luminous Keyboard high-Performance Laptop J3455 Quiet CPU Wireless LAN 6-Hour Continuous use Windows10 Standard Laptop by Smart US (64G, Rose Gold)",$0,5.0 out of 5 stars
"ASUS ROG G531GT-BI7N6 15.6"" FHD Gaming Laptop Computer, Intel Hexa-Core i7-9750H Up to 4.5GHz, 8GB DDR4, 512GB SSD, NVIDIA GeForce GTX 1650, 802.11ac WiFi, HDMI, USB 3.0, Windows 10",$918.76,4.2 out of 5 stars
"Acer Aspire 5 Slim Laptop, 15.6"" Full HD IPS Display, 8th Gen Intel Core i7-8565U, NVIDIA GeForce MX250, 12GB DDR4, 512GB PCIe Nvme SSD, Windows 10 Home, A515-54G-73WC",$769.00,3.8 out of 5 stars
"Dell G5 15 5590,G5590-5547BLK-PUS,8th Gen Intel Core i5 8300H Proc (Quad-Core, 8MB Cache, up to 4.0GHz w/Turbo Boost),15.6"" FHD,NVIDIA(R) GeForce(R) GTX 1050Ti w/4gb Graphics mem,1TB HDD+128GB SSD",$768.07,3.6 out of 5 stars
"CHUWI HeroBook Laptop Computer Windows 10 PC, 14.1"" 1080P Display, Intel Atom X5-E8000 Quad Core, 4GB RAM/64GB eMMC and Extra 256GB SSD, 1TB M.2 SSD Slot, Thin and Lightweight",$229.99,3.5 out of 5 stars
"Bit CORE+ 10.1 Windows 10, 2 in 1 Detachable PC - with Bonus Full Function Bit Smart Watch (W10046APB+S1CG)",$219.99,1.0 out of 5 stars
"LG gram Laptop - 15.6"" Full HD Display, Intel 8th Gen Core I5, 8GB RAM, 256GB SSD, 21.5 HRs Battery - 15Z990-U.AAS5U1 (2019), Dark Silver",$946.99,4.3 out of 5 stars
"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD, Intel Core i3-8145U CPU, 8GB RAM, 128GB SSD, Windows 10 in S Mode, F512FA-AB34, Slate Gray",$379.99,4.2 out of 5 stars
"Lenovo Ideapad Premium 15.6 Inch Laptop 2019 Notebook Computer, AMD A6-9225 2.6GHz, 8GB DDR4 RAM, 1TB HDD, DVD-RW, Wi-Fi, Bluetooth, Webcam, USB 3.0, HDMI, Windows 10 W/ 29.9 Accessories Bundle",$0,3.7 out of 5 stars
"ASUS ZenBook 13 Ultra-Slim Laptop 13.3” FHD WideView, 8th-Gen Intel Core i7-8565U Processor, 8GB LPDDR3, 512GB PCIe SSD, Backlit KB, NumberPad, Military-Grade, Windows 10 - UX333FA-AB77 Royal Blue",$933.00,3.8 out of 5 stars
"ASUS ZenBook 13 Slim Durable Laptop 13.3 in FHD Wideview, Intel Core i7-8565U Up to 4.6GHz, 16GB RAM, 512GB PCIe SSD + TPM Security Chip, Numberpad, Windows 10 Pro, UX333FA-AB77, Royal Blue (Renewed)",$849.66,5.0 out of 5 stars
"Microsoft  Surface Laptop 2 (Intel Core i5, 8GB RAM, 128GB) - Platinum",$810.99,4.0 out of 5 stars
"2019 HP 17.3"" HD+ Laptop - Intel i5-8265u, 12GB Memory, 256GB Solid State Drive, Jet Black, Maglia Pattern",$499.89,3.6 out of 5 stars
"Lenovo 15.6"" High Performance Laptop, Intel Celeron 42050U Dual-Core Processor, 4GB DDR4 RAM, 128GB SSD, Webcam, Wireless+Bluetooth, HDMI, Window 10 (Intel Processor)",$229.88,4.2 out of 5 stars
"HP Pavilion X360 14-Inch Convertible Laptop, Intel Core I5-8265U Processor, 8 GB RAM, 1 TB Hard Drive & 128 GB Solid-State Drive, Windows 10 Home (14-cd1042nr, Mineral Silver)",$689.90,4.5 out of 5 stars
"ASUS VivoBook Thin and Lightweight FHD WideView Laptop, 8th Gen Intel Core i5-8250U, 8GB DDR4 RAM, 128GB SSD+1TB HDD, USB Type-C, NanoEdge, Fingerprint Reader, Windows 10 - F510UA-AH55",$659.00,4.0 out of 5 stars
"Beantech W11046ADB Laptop (Windows 10 Home, Intel Cherry Trail z8300, 11.6"" LCD Screen, Storage: 64 GB, RAM: 4 GB) Black",$219.99,2.2 out of 5 stars
"Acer Chromebook R 11 Convertible Laptop, Celeron N3060, 11.6"" HD Touch, 4GB DDR3L, 32GB eMMC, C738T-C7KD",$209.99,3.9 out of 5 stars
"2019 HP 17.3"" HD+ Flagship Home & Business Laptop, Intel Quad Core i5-8265U Processor Upto 3.9GHz, 16GB RAM, 256GB SSD, DVD-RW, WiFi, HDMI, GbE LAN, Bluetooth, Windows 10, Black",$529.00,-1
"Samsung Chromebook 3, 11.6"", 4GB Ram, 64GB eMMC (XE500C13-K06US)",$189.99,4.2 out of 5 stars
"2019 Lenovo Legion Y540 15.6"" FHD Gaming Laptop Computer, 9th Gen Intel Hexa-Core i7-9750H Up to 4.5GHz, 24GB DDR4 RAM, 1TB HDD + 512GB PCIE SSD, GeForce GTX 1650 4GB, 802.11ac WiFi, Windows 10 Home","$1,154.00",4.0 out of 5 stars
"HP Chromebook X360 12-Inch HD+ Touchscreen Laptop, Intel Celeron N4000, 4. GB SDRAM, 32 GB eMMC, Chrome (12b-ca0010nr, Ceramic White)",$299.99,-1
"Dell 14inch High Performance Latitude 3340 Notebook, Intel Dual-Core i3-4005U, 4GB RAM, 128GB SSD, Intel HD Graphics, HDMI, WiFi, Bluetooth, Windows 10 Pro (Renewed)",$199.99,4.1 out of 5 stars
"ASUS VivoBook 15.6"" 4 Cores up to 3.60GHz, 12GB RAM, 256GB SSD FHD Laptop, A12 Processor, 1920x1080, USB Type-C, Ultra Thin, SD Card, HDMI, Wi-Fi, Bluetooth, Win 10",$385.13,-1
"HP 15.6"" HD Touch-Screen Laptop Notebook Computer, AMD Quad Core Ryzen 5 3500U up to 3.7GHz, 8GB DDR4, 128GB SSD PCI-e, AMD Radeon Vega 8, USB 3.0, Webcam, DVD-RW, HDMI, Windows 10, Silver",$433.00,4.0 out of 5 stars
"2019 Newest Lenovo Thin and Light Laptop PC 14W: 14"" FHD Anti-Glare Display, AMD Dual Core A6-9220C, 4GB RAM, 64GB eMMC, WiFi, Bluetooth, HD Webcam, HDMI, USB-C, Windows 10 Pro Education",$184.00,5.0 out of 5 stars
"CHUWI HeroBook Laptop Computer Windows 10 PC, 14.1"" 1080P Display, Intel Atom X5-E8000 Quad Core, 4GB RAM/64GB eMMC and Extra 256GB SSD, 1TB M.2 SSD Slot, Thin and Lightweight",$229.99,3.5 out of 5 stars
"Bit CORE+ 10.1 Windows 10, 2 in 1 Detachable PC - with Bonus Full Function Bit Smart Watch (W10046APB+S1CG)",$219.99,1.0 out of 5 stars
"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD, Intel Core i3-8145U CPU, 8GB RAM, 128GB SSD, Windows 10 in S Mode, F512FA-AB34, Slate Gray",$379.99,4.2 out of 5 stars
"LG gram Laptop - 15.6"" Full HD Display, Intel 8th Gen Core I5, 8GB RAM, 256GB SSD, 21.5 HRs Battery - 15Z990-U.AAS5U1 (2019), Dark Silver",$946.99,4.3 out of 5 stars
"Lenovo IdeaPad S145 Laptop, 15.6"" HD Display, AMD A6-9225 Upto 3.0GHz, 16GB RAM, 128GB SSD, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro",$329.99,-1
"Dell Inspiron 15 7000 Series Gaming Edition 7567 15.6-Inch Full HD Screen Laptop - Intel Core i5-7300HQ, 1 TB Hybrid HDD, 8GB DDR4 Memory, NVIDIA GTX 1050 4GB Graphics, Windows 10",$599.99,3.9 out of 5 stars
"2019 Newest Lenovo Ideapad S145 15.6"" HD LED-Backlit Widescreen Laptop, Intel Pentium Gold 5405U 2.30GHz Processor, 8GB RAM, 1TB Hard Disk Drive, Wireless-AC, Bluetooth, Windows 10, Granite Black",$349.00,-1
Samsung Chromebook 2 11.6 Laptop Exynos 5 Octa 5800 1.9GHz 4GB RAM 16GB SSD XE503C12 (Renewed),$99.95,3.5 out of 5 stars
"Lenovo Thinkpad Yoga 11e Laptop 11.6"" Touchscreen PC Intel Quad Core Processor 128GB Solid State Drive 4GB DDR3 RAM, HD Webcam, LED, HDMI, Bluetooth, Windows 10 (Renewed) (Windows 10 Home)",$154.99,3.9 out of 5 stars
"HP Pavilion 15.6"" FHD Gaming Laptop AMD Ryzen 5, 12GB DDR4 RAM, 256GB SSD, NVIDIA GTX 1050, Quad-Core up to 3.70 GHz, 1920x1080, Backlit, RJ-45 LAN, Bluetooth 5.0, USB-C, SD Card, Win 10",$0,4.5 out of 5 stars
"Lenovo 2019 Newest L340-17 17.3 Inch HD Laptop (8th Gen Intel Dual Core i3-8345U up to 3.90 GHz, 16GB DDR4 RAM, 1TB HDD, Bluetooth, DVD, WiFi, Windows 10) (Gray)",$528.00,4.4 out of 5 stars
"HP Stream 14-inch Laptop, AMD Dual-Core A4-9120E Processor, 4 GB SDRAM, 32 GB eMMC, Windows 10 Home in S Mode with Office 365 Personal for One Year (14-ds0040nr, Rose Pink)",$199.99,3.2 out of 5 stars
"Acer Chromebook R 11 Convertible Laptop, Celeron N3060, 11.6"" HD Touch, 4GB DDR3L, 32GB eMMC, C738T-C7KD",$209.99,3.9 out of 5 stars
"Beantech W11046ADB Laptop (Windows 10 Home, Intel Cherry Trail z8300, 11.6"" LCD Screen, Storage: 64 GB, RAM: 4 GB) Black",$219.99,2.2 out of 5 stars
"2019 HP Spectre Folio Convertible 13.3"" FHD Touchscreen Laptop Computer, 8th Gen Intel Core i7-8500Y up to 4.2GHz, 8GB RAM, 256GB PCIe SSD, AC WiFi, Active Pen, 1 Year Seller Warranty, Windows 10",$927.90,5.0 out of 5 stars
"HP 15.6"" HD LED Backlight Premium Laptop | AMD A6-9225 2.6GHz | 4GB DDR4 RAM | 1TB HDD | DVD-RW | Gigabit Ethernet | HDMI | SD Card Reader | Windows 10 | Jet Black",$312.00,3.7 out of 5 stars
"Acer Predator Helios 300 Gaming Laptop PC, 15.6"" FHD IPS w/ 144Hz Refresh, Intel i7-8750H, GTX 1060 6GB, 16GB DDR4, 256GB NVMe SSD, Aeroblade Metal Fans PH315-51-78NP",$919.28,3.9 out of 5 stars
"Latest_Asus 14.0"" HD Widescreen LED Display High Performance Laptop, A6-Series Processor, 4GB DDR4 RAM, 500GB HDD, Webcam, Wireless+Bluetooth, HDMI, Window 10",$217.00,3.4 out of 5 stars
"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD, Intel Core i3-8145U CPU, 8GB RAM, 128GB SSD, Windows 10 in S Mode, F512FA-AB34, Slate Gray",$379.99,4.2 out of 5 stars
"HP 14"" Touchscreen Laptop 8GB RAM, 128GB SSD, 8th Gen i3 HD Business Notebook, Dual-Core up to 3.90 GHZ Processor, USB Type-C, 1366x768, UHD 620 Graphic, HDMI, Bluetooth, Webcam, Energy Star, Win 10",$332.94,4.6 out of 5 stars
"Acer Aspire 5 Slim Laptop, 15.6 Inches FHD IPS Display, 8th Gen Intel Core i5-8265U, 8GB DDR4, 256GB SSD, Fingerprint Reader, Windows 10 Home, A515-54-51DJ",$488.99,4.3 out of 5 stars
"Alienware M15-15.6"" FHD Gaming Laptop Thin and Light, i7-8750H Processor, NVIDIA GeForce Graphics Card, 16GB RAM, 1TB Hybrid HDD + 128GB SSD, 17.9mm Thick & 4.78lbs","$1,149.90",4.2 out of 5 stars
"Dell Inspiron 13 7000 7370 Laptop - (13.3"" Touchscreen IPS FHD (1920x1080), 8th Gen Intel Quad-Core i5-8250U, 256GB SSD, 8GB DDR4, Backlit Keyboard, Windows 10)",$617.90,4.0 out of 5 stars
"2019 Premium Lenovo IdeaPad S145 15.6 Inch Laptop, AMD APU A6-9225 up to 3.0 GHz, AMD Radeon R4, 8GB DDR4 RAM, 1TB HDD, WiFi, Bluetooth, HDMI, Webcam, Windows 10 Home, Black",$303.52,-1
"2019 Lenovo IdeaPad 330 15.6"" Touchscreen Laptop Computer, 8th Gen Intel Quad-Core i7-8550U up to 4.0GHz, 12GB DDR4 RAM, 1TB HDD, DVD-RW, 802.11AC WiFi, Bluetooth 4.1, USB-C, HDMI, Windows 10 Home",$678.90,5.0 out of 5 stars
2020 NexiGo TUF 17.3 Inch FHD 1080P Gaming Laptop| AMD Ryzen 7 3750H up to 4.0 GHz| GeForce GTX 1650 4GB| 16GB DDR4 RAM| 1TB SSD (Boot) + 1TB HDD| Backlit KB| WiFi| Bluetooth| HDMI| Windows 10,"$1,121.09",-1
"HP 14"" Touchscreen PC 8GB RAM, 256GB SSD, 8th Gen i3 HD Laptop, Dual-Core up to 3.90 GHz, USB-C, 1366x768, UHD 620 Graphic, Bluetooth, Webcam, Win 10",$0,-1
Chromebook 14 14in LED Notebook - Intel Celeron 2955U 1.40 GHz - Black (Renewed),$129.99,3.5 out of 5 stars
"2019 Newest Lenovo Premium IdeaPad S145 15.6 Inch Laptop (AMD A6-9225 up to 3.1GHz, 8GB DDR4 RAM, 500GB HDD, AMD Radeon R4, WiFi, Bluetooth, HDMI, Webcam, Windows 10) (Black)",$283.80,1.0 out of 5 stars
"CHUWI HeroBook Laptop Computer Windows 10 PC, 14.1"" 1080P Display, Intel Atom X5-E8000 Quad Core, 4GB RAM/64GB eMMC and Extra 256GB SSD, 1TB M.2 SSD Slot, Thin and Lightweight",$229.99,3.5 out of 5 stars
"Bit CORE+ 10.1 Windows 10, 2 in 1 Detachable PC - with Bonus Full Function Bit Smart Watch (W10046APB+S1CG)",$219.99,1.0 out of 5 stars
"2019 Lenovo Thinkpad E590 15.6"" HD Business Laptop (Intel Quad Core i5-8265U, 16GB DDR4 Memory, 256GB PCIe 3.0(x4) NVMe SSD M.2 SSD) Type-C, HDMI, Ethernet, Webcam, Windows 10 Pro",$672.56,4.0 out of 5 stars
"Dell Inspiron 15 5593, i5593-7039SLV-PUS, 10th Gen Intel Core i7-1065G7, 15.6-Inch Fhd(1920X1080), 8GB, 512SSD, NVIDIA GeForce MX230",$849.99,4.8 out of 5 stars
"HP 2019 Premium Flagship Probook 450 G6 15.6 Full HD 1920x1080 Business Laptop, Intel 4-Core i7-8565U, Bluetooth, HDMI, Win 10 Pro, 16GB RAM, 512GB SSD w/ HESVAP Accessories",$894.11,4.8 out of 5 stars
"Bit CORE+ 10.1 Windows 10, 2 in 1 Detachable PC - with Bonus Full Function Bit Smart Watch (W10046APB+S1CG)",$219.99,1.0 out of 5 stars
"Beantech W11046ADB Laptop (Windows 10 Home, Intel Cherry Trail z8300, 11.6"" LCD Screen, Storage: 64 GB, RAM: 4 GB) Black",$219.99,2.2 out of 5 stars
"Lenovo 15.6"" HD Premium Home and Business Laptop, AMD Dual Core A9-9425 Processor Upto 3.7GHz, 4GB RAM, 128GB SSD, DVD-RW, AMD Radeon R5 Graphics, WiFi, HDMI, Webcam, Bluetooth, Windows 10",$267.92,-1
"Lenovo Premium Ideapad 330 15.6-inch HD LED Backlit Anti-Glare Laptop PC, AMD A6-9225 2.6GHz, 8GB DDR4 Memory, 1TB HDD, Dolby Audio, WiFi, Bluetooth, Webcam, HDMI, DVD-RW, Windows 10",$379.00,-1
"ASUS Laptop,  15.6” Full HD, Intel Core i5-7200U Processor (3M Cache, Up to 3.1GHz), 8GB DDR4 RAM, 1TB FireCuda SSHD, DVD-RW Drive, Micro SD Card Reader, Windows 10 - X540UA-DB52 (Renewed)",$379.95,-1
"Top Performance Dell Inspiron 15.6"" Touchscreen Laptop, 7th Intel Core i3-7100U 2.4GHz, 8 GB DDR4 RAM, 1 TB HDD, HDMI, DVD-RW, Bluetooth, HDMI, Web Camera",$400.27,3.8 out of 5 stars
"HP 15.6"" High Performance Touchscreen Laptop PC Intel i3-7100u Dual-Core Processor 8GB Memory 1TB HDD DVD+RW HDMI Webcam WIFI Bluetooth Windows 10-Black",$421.98,3.8 out of 5 stars
"Lenovo Ideapad 15.6"" HD High Performance Laptop, AMD A12-9720P Quad core processor 2.7GHz, 8GB DDR4, 1TB HDD, DVD, Webcam, WiFi,Bluetooth, Windows 10, Platinum gray",$389.00,3.3 out of 5 stars
"2018 Dell Inspiron 15 5000 15.6 inch Full HD Touchscreen Backlit Keyboard Laptop PC, Intel Core i5-8250U Quad-Core, 8GB DDR4, 1TB HDD, Bluetooth 4.2, WiFi, Windows 10 dell i5570-4364slv-pus",$545.00,3.5 out of 5 stars
"Newest Lenovo 15.6"" HD Flagship Laptop | Intel Pentium 5405U | 8GB RAM | 500GB HDD | Intel UHD Graphics 610 | WiFi | HDMI | USB 3.0 | Windows 10",$298.86,3.0 out of 5 stars
"CHUWI HeroBook Laptop Computer Windows 10 PC, 14.1"" 1080P Display, Intel Atom X5-E8000 Quad Core, 4GB RAM/64GB eMMC and Extra 256GB SSD, 1TB M.2 SSD Slot, Thin and Lightweight",$229.99,3.5 out of 5 stars
"Acer Chromebook R 11 Convertible Laptop, Celeron N3060, 11.6"" HD Touch, 4GB DDR3L, 32GB eMMC, C738T-C7KD",$209.99,3.9 out of 5 stars
"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD, Intel Core i3-8145U CPU, 8GB RAM, 128GB SSD, Windows 10 in S Mode, F512FA-AB34, Slate Gray",$379.99,4.2 out of 5 stars
"LG gram Laptop - 15.6"" Full HD Display, Intel 8th Gen Core I5, 8GB RAM, 256GB SSD, 21.5 HRs Battery - 15Z990-U.AAS5U1 (2019), Dark Silver",$946.99,4.3 out of 5 stars
"ASUS Chromebook C200MA-DS01 11.6"" Laptop - Intel Bay Trail-M Celeron N2830 (2.16 GHz), 2GB RAM, 16GB eMMC SSD, Chrome OS (Renewed)",$100.00,3.8 out of 5 stars
"Lenovo 15.6"" HD Premium Home and Business Laptop, AMD Dual Core A9-9425 Processor Upto 3.7GHz, 4GB RAM, 128GB SSD, DVD-RW, AMD Radeon R5 Graphics, WiFi, HDMI, Webcam, Bluetooth, Windows 10",$267.92,-1
"Dell Latitude E7240 12.5"" Ultrabook, Intel Core i5-4300U Dual-Core, 128GB Solid State Drive, 8GB DDR3, 802.11n, Win10Pro (Renewed)",$206.99,3.7 out of 5 stars
"Latest_Asus 14.0"" HD Widescreen LED Display High Performance Laptop, A6-Series Processor, 4GB DDR4 RAM, 500GB HDD, Webcam, Wireless+Bluetooth, HDMI, Window 10",$217.00,3.4 out of 5 stars
"Lenovo Thinkpad Yoga 11e Laptop 11.6"" Touchscreen Convertible Ultrabook PC, Intel Quad Core Processor, 128GB Solid State Drive, 4GB DDR3 RAM, HD Webcam, LED, HDMI, Bluetooth, Windows 10 (Renewed)",$159.99,3.7 out of 5 stars
ASUS Thin and Lightweight 11.6 inch HD Premium Laptop with 32GB MicroSD Card | Intel Celeron Dual-core | 2GB Memory | 32GB EMMC Storage | USB-C | WiFi | GbE LAN | HDMI | Windows 10 | Star Gray,$194.91,3.7 out of 5 stars
"2019 Newest HP Pavilion 15 15.6"" HD Touchscreen Business Laptop Intel Quad-Core i5-8250U, 16GB DDR4, 512GB SSD, Type-C, HDMI, WiFi AC, UHD, Windows 10",$657.88,3.8 out of 5 stars
"Newest Flagship 2019 ASUS Vivobook 14"" Thin & Light Weight Laptop AMD Dual-Core A6 up to 3GHz 4GB DDR4, 500GB HDD, B&O USB Type-C HD Webcam 802.11bgn VGA Bluetooth 4.0 Win 10",$239.00,5.0 out of 5 stars
"Beantech W11046ADB Laptop (Windows 10 Home, Intel Cherry Trail z8300, 11.6"" LCD Screen, Storage: 64 GB, RAM: 4 GB) Black",$219.99,2.2 out of 5 stars
"Acer Chromebook R 11 Convertible Laptop, Celeron N3060, 11.6"" HD Touch, 4GB DDR3L, 32GB eMMC, C738T-C7KD",$209.99,3.9 out of 5 stars
"Lenovo 130S, Premium 2019 Flagship 11.6"" HD Laptop, Intel Celeron Dual-Core N4000 up to 2.6GHz, 4GB DDR4, 64GB eMMC Flash Memory, Intel UHD Graphics 600 Bluetooth WiFi HD Webcam USB-C HDMI Win 10 S",$205.00,4.6 out of 5 stars
HP 15.6in Touchscreen Laptop Intel Pentium N5000 with UHD Graphics 605 4GB RAM 500GB HDD DVD-Writer Bluetooth Windows 10 Red Color (Renewed),$289.99,3.8 out of 5 stars
"ASUS Chromebook C423NA-DH02 14.0"" HD NanoEdge Display, 180 Degree, Intel Dual Core Celeron Processor, 4GB RAM, 32GB eMMC Storage, Silver Color",$204.95,3.8 out of 5 stars
"HP Stream Laptop PC - 14"" HD, Intel Celeron N3060, 4 GB RAM, 32 GB eMMC, Office 365 Personal for one year - 14-ax010nr",$168.70,3.1 out of 5 stars
"Lenovo 15.6"" HD Laptop PC | AMD A9 Dual-core Processor 3.1GHz | AMD Radeon Graphics R5 | 8GB DDR4 RAM | 128GB SSD | DVD-RW | Webcam | HDMI | WiFi | USB3.0 | Bluetooth | Webcam | Windows 10",$314.48,5.0 out of 5 stars
"14.1"" Fusion5 Laptop Computer - (Full HD, 4GB RAM, 64GB STORAGE, Intel Quad-Core, USB 3.0, Bluetooth) (Renewed)",$149.95,-1
"2018 High Performance RCA Cambio 10.1"" 2-in-1 Touchscreen Tablet PC Intel Quad-Core Processor 2GB RAM 32GB Hard Drive Webcam Wifi Microsoft Office Mobile Bluetooth Windows 10-Blue",$127.99,2.8 out of 5 stars
"2018 HP Elitebook 840 G1 14.0 Inch High Performanc Laptop Computer, Intel i5 4300U up to 2.9GHz, 16GB Memory, 256GB SSD, USB 3.0, Bluetooth, Window 10 Professional (Renewed)",$339.94,3.6 out of 5 stars
"CHUWI HeroBook Laptop Computer Windows 10 PC, 14.1"" 1080P Display, Intel Atom X5-E8000 Quad Core, 4GB RAM/64GB eMMC and Extra 256GB SSD, 1TB M.2 SSD Slot, Thin and Lightweight",$229.99,3.5 out of 5 stars
"Bit CORE+ 10.1 Windows 10, 2 in 1 Detachable PC - with Bonus Full Function Bit Smart Watch (W10046APB+S1CG)",$219.99,1.0 out of 5 stars
"CHUWI HeroBook Laptop Computer Windows 10 PC, 14.1"" 1080P Display, Intel Atom X5-E8000 Quad Core, 4GB RAM/64GB eMMC and Extra 256GB SSD, 1TB M.2 SSD Slot, Thin and Lightweight",$229.99,3.5 out of 5 stars
"Bit CORE+ 10.1 Windows 10, 2 in 1 Detachable PC - with Bonus Full Function Bit Smart Watch (W10046APB+S1CG)",$219.99,1.0 out of 5 stars
